City,Area,Property_Type,Size_sqft,Bedrooms,Bathrooms,Age_Years,Facing,Highway_Distance_m,Price
Noida,Sector 62,House,2918,3,3,21,West,4653,17771806
Noida,Sector 150,Flat,3195,3,3,11,East,1448,30755321
Lucknow,Indira Nagar,Flat,2435,1,1,18,South,2351,12939676
Kanpur,Swaroop Nagar,Plot,3273,0,0,0,North,4930,8994917
Kanpur,Swaroop Nagar,Flat,4955,1,1,17,East,4918,14074002
Lucknow,Hazratganj,House,4792,2,2,11,West,168,38186391
Gorakhpur,Rustampur,House,2027,2,2,1,North-East,4647,7068766
Gorakhpur,Taramandal,Plot,2787,0,0,0,West,4880,11339879
Lucknow,Gomti Nagar,Plot,4429,0,0,0,North,4568,23023277
Banaras,Sarnath,Flat,3372,2,2,9,South,2608,16464955
Noida,Greater Noida,Flat,2327,2,2,19,South,537,19113142
Banaras,Sigra,House,1777,2,2,17,East,2075,9223469
Banaras,Sigra,Flat,2048,2,2,21,North-East,2885,10041018
Gorakhpur,Shahpur,Flat,3764,1,1,20,South,4406,11936631
Gorakhpur,Taramandal,Flat,3825,1,1,8,South,496,22712561
Gorakhpur,Rustampur,Flat,2561,1,1,14,East,3388,9125066
Kanpur,Swaroop Nagar,House,3489,2,2,21,West,4466,10492613
Banaras,Lanka,Flat,4331,2,2,23,North,2269,27329434
Kanpur,Swaroop Nagar,Plot,4184,0,0,0,North-East,1259,16573001
Lucknow,Hazratganj,House,1350,4,4,13,North-East,259,11620935
Gorakhpur,Medical Road,House,1522,3,3,0,North,4011,6189148
Noida,Sector 62,Plot,2564,0,0,0,East,2616,18258151
Noida,Sector 62,Flat,2874,3,3,23,West,3677,19246431
Gorakhpur,Rustampur,Flat,4798,5,5,0,East,517,23098531
Banaras,Sarnath,Plot,812,0,0,0,West,3729,3443900
Kanpur,Kidwai Nagar,Plot,4318,0,0,0,North,3864,13335651
Lucknow,Gomti Nagar,Flat,1898,5,5,16,West,2821,13695440
Gorakhpur,Rustampur,Plot,1214,0,0,0,North-East,686,5127418
Noida,Greater Noida,House,3920,4,4,6,North,2540,29221010
Kanpur,Swaroop Nagar,House,938,1,1,12,North,1738,3549983
Kanpur,Kidwai Nagar,Plot,2528,0,0,0,West,4685,7221462
Lucknow,Indira Nagar,Plot,3785,0,0,0,West,4591,16639431
Banaras,Sarnath,Plot,785,0,0,0,South,2078,3993486
Noida,Sector 150,Flat,3213,4,4,1,West,1813,30308043
Gorakhpur,Taramandal,Plot,4559,0,0,0,West,2063,23733562
Lucknow,Hazratganj,Flat,4719,2,2,12,North,1712,31964159
Noida,Greater Noida,House,3100,5,5,13,North-East,3545,21697999
Noida,Sector 150,Plot,2813,0,0,0,South,4868,18736142
Kanpur,Arya Nagar,House,4694,5,5,24,North-East,121,21454958
Gorakhpur,Taramandal,Plot,1587,0,0,0,North-East,702,9210219
Banaras,Lanka,Flat,4086,3,3,14,East,4140,21917183
Noida,Sector 150,House,3374,5,5,9,East,958,32890976
Noida,Sector 62,Flat,2959,3,3,16,North,1914,23189631
Noida,Greater Noida,Flat,4310,3,3,17,North,4301,26587201
Gorakhpur,Medical Road,Flat,2755,5,5,18,East,3556,11117084
Gorakhpur,Medical Road,Flat,4661,3,3,0,West,4762,15541710
Gorakhpur,Shahpur,Plot,1125,0,0,0,North-East,2347,4381081
Banaras,Sigra,House,3779,4,4,2,East,437,23051027
Lucknow,Gomti Nagar,Flat,1962,2,2,15,North,1484,14028967
Noida,Greater Noida,Plot,4678,0,0,0,South,890,38083340
Lucknow,Gomti Nagar,Flat,1758,3,3,5,West,3403,11499686
Noida,Greater Noida,Flat,1203,3,3,20,South,720,10488557
Lucknow,Gomti Nagar,Flat,4615,2,2,15,North,230,35682528
Lucknow,Indira Nagar,Plot,3105,0,0,0,North,4645,13013285
Lucknow,Indira Nagar,House,2942,4,4,16,South,394,19060697
Lucknow,Indira Nagar,Plot,641,0,0,0,North-East,2648,3344667
Lucknow,Gomti Nagar,Flat,1017,5,5,6,West,1768,8892788
Banaras,Sigra,House,3304,3,3,4,North-East,319,19554566
Lucknow,Gomti Nagar,Plot,4962,0,0,0,North,2900,30688433
Gorakhpur,Rustampur,Flat,2543,2,2,4,North-East,4154,8662064
Kanpur,Swaroop Nagar,Flat,3252,5,5,11,East,3204,12515717
Noida,Sector 150,Plot,1443,0,0,0,North-East,4763,10071725
Noida,Sector 62,House,2241,1,1,17,East,4541,13189816
Noida,Sector 62,Flat,745,3,3,9,North-East,3841,5472365
Kanpur,Kidwai Nagar,Plot,3901,0,0,0,East,4888,10857212
Lucknow,Indira Nagar,Plot,3768,0,0,0,East,1851,20092797
Noida,Sector 150,Flat,3207,5,5,2,West,136,33567448
Gorakhpur,Shahpur,Plot,3313,0,0,0,West,3729,11239342
Banaras,Sarnath,Plot,3068,0,0,0,West,619,16723474
Noida,Greater Noida,Flat,3630,3,3,5,East,1768,28496797
Banaras,Lanka,Flat,2377,5,5,7,North-East,1402,18026664
Kanpur,Kidwai Nagar,Plot,1653,0,0,0,East,4477,4724530
Banaras,Sarnath,Plot,4639,0,0,0,West,3681,20336965
Noida,Greater Noida,Flat,4904,3,3,2,East,2189,36062477
Lucknow,Indira Nagar,Flat,2346,3,3,14,East,4367,11329436
Kanpur,Arya Nagar,Flat,4879,1,1,22,East,4332,14077738
Kanpur,Arya Nagar,Plot,957,0,0,0,North-East,4149,2982824
Gorakhpur,Shahpur,Plot,2279,0,0,0,North,4088,7241701
Kanpur,Arya Nagar,Plot,3288,0,0,0,East,632,13517615
Gorakhpur,Shahpur,House,3357,4,4,8,North-East,1602,14921294
Lucknow,Indira Nagar,Flat,3336,1,1,15,North,1904,18621221
Banaras,Lanka,Flat,2717,3,3,20,East,506,19470703
Kanpur,Swaroop Nagar,Plot,1937,0,0,0,North-East,4440,5620841
Banaras,Sigra,House,3556,2,2,2,East,2532,17983497
Kanpur,Kidwai Nagar,Flat,3418,2,2,0,North-East,3223,12118435
Lucknow,Indira Nagar,Plot,4678,0,0,0,West,4822,19370644
Banaras,Lanka,Flat,3907,1,1,18,South,3817,21508958
Lucknow,Hazratganj,Flat,1295,2,2,2,North,2478,9284620
Gorakhpur,Medical Road,Flat,1070,3,3,17,South,3908,4238129
Kanpur,Swaroop Nagar,Plot,3690,0,0,0,North,461,15443646
Banaras,Sigra,Plot,1933,0,0,0,East,2793,9064089
Banaras,Lanka,Flat,2007,2,2,14,South,4177,10984538
Lucknow,Hazratganj,Flat,1227,4,4,21,North,306,10819200
Lucknow,Gomti Nagar,Flat,2787,5,5,0,West,1762,21573557
Noida,Sector 150,Flat,792,4,4,14,West,217,9319468
Kanpur,Swaroop Nagar,Flat,4763,4,4,17,East,2584,17539624
Gorakhpur,Medical Road,Flat,3599,5,5,2,West,4197,13040361
Gorakhpur,Shahpur,Flat,3945,1,1,15,East,3774,13340880
Banaras,Lanka,Flat,1953,3,3,21,North,1899,12908932
Noida,Sector 62,Flat,3994,2,2,17,East,4533,23731687
Kanpur,Arya Nagar,Plot,1501,0,0,0,West,361,6049849
Lucknow,Indira Nagar,Flat,3889,2,2,23,South,4084,18122047
Lucknow,Indira Nagar,Plot,2017,0,0,0,East,2217,10840884
Lucknow,Hazratganj,Flat,4870,2,2,16,West,1843,33707510
Kanpur,Swaroop Nagar,House,2944,5,5,10,North-East,2689,12232310
Gorakhpur,Medical Road,House,4660,5,5,8,North,1165,21658282
Kanpur,Swaroop Nagar,Flat,4688,1,1,23,North-East,4994,13153345
Kanpur,Swaroop Nagar,Flat,1581,4,4,21,North,205,7811391
Banaras,Sigra,Plot,4686,0,0,0,West,4487,19551367
Lucknow,Gomti Nagar,Plot,3737,0,0,0,West,2512,23472187
Noida,Sector 150,Flat,2842,3,3,3,South,3575,22512364
Kanpur,Swaroop Nagar,House,4121,2,2,2,East,2904,14940961
Banaras,Sigra,Flat,4280,4,4,22,East,2091,23005553
Gorakhpur,Taramandal,Flat,3341,1,1,14,North,4665,13557102
Noida,Greater Noida,House,2156,5,5,7,South,3380,16193746
Gorakhpur,Medical Road,House,1425,4,4,15,South,1254,7379541
Banaras,Lanka,Plot,1544,0,0,0,West,1386,10370952
Lucknow,Indira Nagar,Flat,1597,2,2,11,North,1144,9550501
Kanpur,Kidwai Nagar,Plot,4732,0,0,0,North,4959,13408981
Lucknow,Indira Nagar,Plot,3533,0,0,0,North-East,3470,17167935
Lucknow,Indira Nagar,Flat,1033,4,4,22,South,4121,5490630
Lucknow,Gomti Nagar,Plot,801,0,0,0,East,2960,4824758
Kanpur,Kidwai Nagar,Flat,3200,2,2,14,North,886,13355127
Lucknow,Indira Nagar,Flat,1023,1,1,9,South,2057,5640951
Lucknow,Gomti Nagar,Flat,1726,3,3,9,West,2503,11838413
Noida,Sector 62,Plot,4306,0,0,0,East,4862,25254337
Kanpur,Arya Nagar,Plot,4451,0,0,0,North-East,2208,15879875
Kanpur,Kidwai Nagar,House,3700,1,1,24,South,4870,10396387
Lucknow,Gomti Nagar,Flat,2983,5,5,14,North-East,1023,23938356
Kanpur,Swaroop Nagar,Plot,4793,0,0,0,North-East,3181,15939946
Noida,Greater Noida,Flat,3670,2,2,10,North-East,3209,25380070
Gorakhpur,Taramandal,Flat,4008,2,2,21,North-East,630,22806289
Banaras,Sarnath,Flat,3188,5,5,14,South,2363,17819662
Kanpur,Swaroop Nagar,Flat,2576,4,4,4,East,3793,9467148
Noida,Sector 62,House,666,2,2,7,South,4677,4466163
Gorakhpur,Medical Road,Flat,2604,5,5,5,South,743,13339425
Banaras,Lanka,House,2540,2,2,10,East,4440,13261656
Lucknow,Gomti Nagar,Plot,3303,0,0,0,North-East,2767,20790344
Lucknow,Indira Nagar,Plot,1068,0,0,0,West,1167,6084878
Gorakhpur,Medical Road,House,4629,4,4,6,North,2854,18736645
Lucknow,Gomti Nagar,Plot,3564,0,0,0,East,4760,18177282
Lucknow,Indira Nagar,Flat,3531,3,3,0,North,688,21672024
Noida,Sector 62,Plot,4898,0,0,0,West,2429,34447921
Lucknow,Indira Nagar,Plot,1294,0,0,0,East,4821,5330053
Gorakhpur,Medical Road,Flat,4158,3,3,9,North,4141,14234878
Lucknow,Hazratganj,Flat,3544,1,1,18,North,3177,21166361
Lucknow,Hazratganj,Flat,3015,4,4,8,North-East,2169,20937626
Kanpur,Swaroop Nagar,Flat,1696,5,5,18,South,2810,7437887
Banaras,Sarnath,Plot,1836,0,0,0,North,703,10084986
Lucknow,Gomti Nagar,Flat,1848,3,3,16,North,1019,14375432
Noida,Greater Noida,Flat,2960,2,2,8,East,4644,17392136
Gorakhpur,Shahpur,Flat,1796,1,1,6,East,4218,5992713
Gorakhpur,Rustampur,Flat,4744,3,3,21,South,4945,14781272
Gorakhpur,Rustampur,House,1471,4,4,15,West,3794,6196941
Noida,Greater Noida,Plot,2765,0,0,0,South,241,23744144
Banaras,Lanka,Plot,2294,0,0,0,South,4359,12041267
Kanpur,Arya Nagar,Plot,3681,0,0,0,North-East,2745,12766526
Noida,Greater Noida,Plot,2985,0,0,0,West,810,24540480
Lucknow,Gomti Nagar,Flat,4827,2,2,7,South,730,37129270
Gorakhpur,Rustampur,Plot,4357,0,0,0,East,1165,17872298
Noida,Sector 62,Plot,4175,0,0,0,North,3183,27749472
Kanpur,Swaroop Nagar,Plot,3473,0,0,0,North,3952,10477378
Kanpur,Swaroop Nagar,Flat,2733,4,4,14,North-East,4890,8808862
Noida,Sector 150,Plot,1607,0,0,0,North-East,1242,14360824
Kanpur,Swaroop Nagar,Flat,3539,2,2,10,South,2096,13074866
Kanpur,Arya Nagar,Flat,4444,3,3,1,East,1977,17739461
Kanpur,Kidwai Nagar,Plot,3962,0,0,0,South,3112,13189181
Banaras,Lanka,Plot,2545,0,0,0,South,4287,13213011
Lucknow,Gomti Nagar,House,2202,4,4,3,East,125,19170968
Gorakhpur,Rustampur,Flat,1024,2,2,9,North-East,3943,4033757
Kanpur,Kidwai Nagar,Plot,3223,0,0,0,North-East,614,12676912
Gorakhpur,Rustampur,Plot,1112,0,0,0,East,1481,4528291
Kanpur,Swaroop Nagar,Flat,2425,3,3,11,North-East,4215,7993406
Kanpur,Arya Nagar,Flat,3931,2,2,18,North,3858,12271183
Gorakhpur,Rustampur,Flat,3459,1,1,0,East,4535,11494312
Kanpur,Arya Nagar,House,1468,5,5,7,West,142,8371484
Lucknow,Hazratganj,Flat,1703,3,3,5,North,4163,10445196
Noida,Greater Noida,Plot,3274,0,0,0,North,3741,21179627
Lucknow,Indira Nagar,Plot,2476,0,0,0,West,1546,14044282
Lucknow,Hazratganj,Plot,1600,0,0,0,North,2243,10707512
Noida,Greater Noida,Flat,1701,5,5,15,West,3301,12862137
Kanpur,Arya Nagar,Flat,1773,3,3,17,West,4094,6204839
Kanpur,Kidwai Nagar,Plot,2808,0,0,0,North-East,1927,10558522
Kanpur,Arya Nagar,House,3800,4,4,23,East,583,16470604
Lucknow,Hazratganj,Plot,4464,0,0,0,East,3571,25452537
Kanpur,Arya Nagar,Flat,1804,2,2,0,North-East,2513,7279126
Kanpur,Swaroop Nagar,Flat,604,3,3,10,West,1015,3387226
Gorakhpur,Shahpur,Flat,4064,4,4,11,East,1207,18186103
Lucknow,Indira Nagar,Plot,2695,0,0,0,South,4669,11287927
Noida,Sector 62,Plot,925,0,0,0,North,4851,5313326
Noida,Sector 150,Plot,2444,0,0,0,North-East,567,23199877
Banaras,Sarnath,Flat,2255,2,2,21,South,1381,12464455
Lucknow,Hazratganj,Flat,3838,5,5,14,North-East,3671,23732629
Gorakhpur,Rustampur,Plot,1730,0,0,0,South,3582,5994387
Gorakhpur,Taramandal,Flat,1792,3,3,20,North,4710,7779354
Kanpur,Swaroop Nagar,House,3308,5,5,5,South,3412,12571714
Noida,Sector 150,Plot,4353,0,0,0,South,3833,31840355
Kanpur,Kidwai Nagar,House,4758,4,4,8,South,4396,15542807
Lucknow,Indira Nagar,Plot,4869,0,0,0,West,4838,19913170
Lucknow,Gomti Nagar,Plot,1461,0,0,0,East,1185,10439181
Noida,Sector 62,House,2834,1,1,3,East,4407,16895152
Kanpur,Kidwai Nagar,Flat,1070,3,3,17,East,3499,4122181
Noida,Greater Noida,Plot,859,0,0,0,North,2412,6126487
Banaras,Sigra,Flat,1902,3,3,11,South,4890,8313916
Lucknow,Gomti Nagar,Flat,743,3,3,5,West,3354,5523949
Kanpur,Swaroop Nagar,House,2658,3,3,12,East,1544,10786095
Kanpur,Kidwai Nagar,House,4240,2,2,2,North,2924,15334704
Banaras,Lanka,House,1001,4,4,6,North,3279,7095030
Noida,Sector 150,Flat,3659,1,1,15,West,467,35065114
Noida,Sector 62,Flat,2984,1,1,5,South,4523,17625147
Lucknow,Indira Nagar,Plot,4208,0,0,0,East,4678,17615159
Gorakhpur,Shahpur,Plot,3848,0,0,0,North-East,850,16537056
Gorakhpur,Shahpur,Flat,2005,3,3,20,South,426,9916267
Lucknow,Indira Nagar,Plot,1234,0,0,0,South,4888,5057502
Kanpur,Swaroop Nagar,Plot,2084,0,0,0,North,4842,5815364
Gorakhpur,Medical Road,Plot,3672,0,0,0,North,1498,14850900
Lucknow,Hazratganj,House,4188,4,4,2,North,1828,30484758
Noida,Sector 62,Flat,1384,4,4,13,South,4428,9159701
Noida,Greater Noida,Flat,2106,4,4,5,North,3024,16164542
Gorakhpur,Shahpur,Flat,4583,1,1,17,North,4800,13630328
Lucknow,Hazratganj,Flat,3018,5,5,6,North-East,2398,22014469
Noida,Sector 150,Flat,910,1,1,2,East,3431,7538460
Kanpur,Kidwai Nagar,House,4538,4,4,7,North,1246,18873632
Kanpur,Kidwai Nagar,House,813,2,2,20,North,1996,3298131
Noida,Sector 150,Plot,2254,0,0,0,East,3194,17902348
Kanpur,Swaroop Nagar,Flat,2843,2,2,0,East,3596,9645431
Banaras,Lanka,Flat,2252,4,4,17,North-East,3391,14031373
Gorakhpur,Rustampur,Plot,794,0,0,0,West,4285,2548863
Gorakhpur,Medical Road,Flat,2306,4,4,9,East,887,11232393
Lucknow,Hazratganj,Plot,4045,0,0,0,North,4621,21164735
Noida,Sector 150,Plot,1563,0,0,0,South,4926,10329484
Gorakhpur,Medical Road,Plot,1215,0,0,0,North-East,4795,3684358
Lucknow,Indira Nagar,Flat,4806,3,3,16,North-East,1793,27855681
Lucknow,Indira Nagar,Plot,2237,0,0,0,South,1160,13102171
Noida,Sector 62,Plot,2288,0,0,0,South,3885,14244277
Gorakhpur,Shahpur,House,2699,5,5,9,North-East,4040,10227732
Noida,Sector 150,Plot,3626,0,0,0,North-East,4575,24589056
Banaras,Sigra,Plot,922,0,0,0,North,4432,3654638
Lucknow,Indira Nagar,Flat,4416,2,2,12,North,4832,19167845
Gorakhpur,Taramandal,Flat,1212,1,1,21,North,4218,5190380
Noida,Sector 62,House,693,3,3,21,West,4444,4844135
Gorakhpur,Medical Road,House,2271,1,1,5,East,4525,7197467
Lucknow,Hazratganj,Flat,3736,5,5,4,East,1987,26717731
Banaras,Lanka,House,1474,3,3,17,South,4010,8433538
Kanpur,Arya Nagar,Plot,779,0,0,0,South,1763,2867455
Gorakhpur,Medical Road,Flat,3660,4,4,9,West,4325,13010621
Noida,Sector 62,Plot,4601,0,0,0,South,3249,31306920
Kanpur,Swaroop Nagar,Flat,1783,5,5,16,South,960,8747038
Gorakhpur,Shahpur,Flat,2184,2,2,13,West,1873,9251867
Banaras,Sigra,Flat,729,3,3,11,West,4403,3918093
Gorakhpur,Rustampur,Plot,3400,0,0,0,South,4910,10158771
Banaras,Sigra,Flat,1579,4,4,9,West,4717,7302860
Lucknow,Hazratganj,Flat,4892,4,4,17,West,3629,30391473
Lucknow,Hazratganj,Plot,3966,0,0,0,North,1944,25980510
Lucknow,Gomti Nagar,House,2821,1,1,16,North,3063,17466555
Banaras,Sigra,Plot,1661,0,0,0,North,3880,7101834
Banaras,Sarnath,Plot,1205,0,0,0,North,3184,5435710
Banaras,Lanka,Flat,1078,1,1,12,North,463,7562243
Noida,Sector 62,House,2570,3,3,13,North,1687,19774615
Gorakhpur,Medical Road,Flat,4559,5,5,21,West,1372,20802839
Gorakhpur,Medical Road,Flat,3659,5,5,20,North-East,246,37302813
Lucknow,Indira Nagar,Flat,4313,4,4,8,North,338,28006217
Banaras,Lanka,Flat,861,1,1,12,West,1404,5721863
Noida,Greater Noida,Flat,3727,1,1,9,North,1131,29065030
Kanpur,Swaroop Nagar,Flat,4142,4,4,21,West,2105,16484853
Kanpur,Arya Nagar,Flat,704,4,4,22,West,1878,3688376
Lucknow,Gomti Nagar,House,2174,5,5,19,West,2381,15923527
Kanpur,Kidwai Nagar,Flat,4919,4,4,8,South,887,21151525
Gorakhpur,Medical Road,Flat,1408,3,3,10,North,4028,5497952
Noida,Greater Noida,Flat,1795,3,3,1,North-East,1336,15095486
Gorakhpur,Medical Road,House,2549,2,2,0,North-East,2837,10358138
Banaras,Lanka,Flat,2018,5,5,13,East,958,15947355
Banaras,Sigra,Flat,2601,1,1,0,East,313,14996995
Gorakhpur,Taramandal,Flat,4879,4,4,18,South,3162,23799439
Noida,Greater Noida,Plot,3605,0,0,0,North-East,4637,20582668
Banaras,Sigra,Flat,3423,4,4,17,East,2205,17763176
Kanpur,Swaroop Nagar,House,636,2,2,12,South,4293,2313718
Banaras,Sarnath,Flat,2757,3,3,4,North-East,4834,11875129
Gorakhpur,Taramandal,Flat,2902,2,2,19,North-East,543,17661529
Gorakhpur,Taramandal,Plot,2343,0,0,0,East,3667,10935890
Noida,Greater Noida,Flat,4003,2,2,19,South,3774,25171784
Gorakhpur,Shahpur,Plot,1622,0,0,0,South,3235,5876507
Banaras,Sigra,Plot,1165,0,0,0,South,4038,4958295
Noida,Greater Noida,House,4618,3,3,24,North-East,4795,26816296
Lucknow,Gomti Nagar,Plot,4607,0,0,0,South,350,35484900
Lucknow,Gomti Nagar,Flat,3992,2,2,11,North-East,849,29070158
Lucknow,Hazratganj,Plot,3945,0,0,0,North-East,141,29438096
Lucknow,Indira Nagar,House,4160,1,1,13,West,943,23740551
Lucknow,Gomti Nagar,Plot,2990,0,0,0,West,1457,20660410
Noida,Sector 62,Plot,2590,0,0,0,East,4309,15254660
Banaras,Sarnath,Plot,3677,0,0,0,South,3926,15555055
Gorakhpur,Medical Road,Flat,1914,4,4,9,South,4020,7506727
Lucknow,Gomti Nagar,Plot,2278,0,0,0,North,2868,14329500
Banaras,Lanka,Plot,4228,0,0,0,East,2928,25274505
Noida,Greater Noida,Flat,4564,5,5,6,West,2830,33414422
Lucknow,Gomti Nagar,Flat,4752,2,2,6,North-East,4505,26263761
Banaras,Sigra,Plot,2865,0,0,0,North,3117,12956732
Noida,Sector 62,Flat,1948,5,5,5,South,2004,15927843
Lucknow,Gomti Nagar,Flat,1657,1,1,12,North-East,2379,10558663
Gorakhpur,Taramandal,Plot,875,0,0,0,North-East,2078,4554262
Banaras,Sarnath,Plot,3695,0,0,0,South,3230,16921359
Noida,Greater Noida,Flat,2694,5,5,3,North,2206,21082414
Lucknow,Gomti Nagar,House,1758,3,3,2,North-East,709,14467119
Kanpur,Arya Nagar,House,3301,1,1,24,North-East,3364,10851303
Gorakhpur,Shahpur,Plot,850,0,0,0,West,1995,3315199
Gorakhpur,Shahpur,Flat,851,2,2,11,North,2633,3693085
Noida,Greater Noida,Flat,959,2,2,18,North,4361,6008136
Kanpur,Swaroop Nagar,Flat,1150,3,3,19,East,4675,4015169
Noida,Greater Noida,House,860,1,1,0,East,845,7505353
Noida,Greater Noida,Flat,2397,4,4,16,East,1873,19289467
Noida,Sector 62,Flat,3190,5,5,6,South,2699,24402420
Kanpur,Swaroop Nagar,Flat,1868,1,1,23,North,4018,5591564
Kanpur,Arya Nagar,House,2303,4,4,12,East,2120,9896076
Kanpur,Swaroop Nagar,House,3516,5,5,22,South,2843,13351243
Banaras,Sarnath,Flat,2619,5,5,18,South,1521,15497119
Lucknow,Indira Nagar,House,1687,3,3,17,South,2903,9364480
Gorakhpur,Rustampur,Plot,2889,0,0,0,West,2205,11253911
Lucknow,Indira Nagar,Flat,663,4,4,9,East,650,5601761
Banaras,Lanka,House,2787,3,3,3,South,1536,19497967
Gorakhpur,Rustampur,Flat,3645,1,1,13,South,2114,13773646
Banaras,Sarnath,Flat,4870,2,2,15,North-East,2781,23630128
Gorakhpur,Rustampur,Flat,4561,5,5,14,West,3534,17212645
Kanpur,Arya Nagar,Plot,4381,0,0,0,East,1226,17034330
Lucknow,Gomti Nagar,Plot,4085,0,0,0,North-East,2684,25455923
Banaras,Sarnath,Flat,3542,4,4,11,North-East,440,22142170
Gorakhpur,Rustampur,Flat,4905,2,2,5,East,1405,21217233
Banaras,Sarnath,Plot,3210,0,0,0,North-East,3958,13614322
Kanpur,Kidwai Nagar,Flat,2452,2,2,6,South,1008,10511368
Kanpur,Swaroop Nagar,House,2399,4,4,21,South,4163,8316823
Gorakhpur,Taramandal,Plot,2039,0,0,0,East,375,11778500
Kanpur,Kidwai Nagar,Flat,3826,5,5,9,South,1853,15785520
Lucknow,Indira Nagar,House,2450,4,4,15,North-East,2916,13454111
Noida,Sector 150,Plot,4546,0,0,0,West,3748,34104260
Banaras,Sarnath,House,4565,2,2,11,North,1397,24359873
Kanpur,Kidwai Nagar,Plot,641,0,0,0,North,3153,2101464
Lucknow,Indira Nagar,Flat,1732,1,1,17,North-East,892,10068449
Gorakhpur,Medical Road,Flat,3026,4,4,1,West,2638,12987179
Noida,Greater Noida,Plot,3632,0,0,0,North,4041,23151815
Gorakhpur,Medical Road,Flat,1790,1,1,6,South,2041,7032178
Noida,Sector 150,Flat,4167,3,3,5,South,4395,29506163
Kanpur,Swaroop Nagar,Flat,893,2,2,9,North,3102,3489937
Gorakhpur,Medical Road,House,2052,4,4,6,North-East,2148,9305824
Noida,Sector 150,House,1172,2,2,4,South,2461,10732930
Lucknow,Gomti Nagar,Flat,4517,2,2,18,West,1425,32370135
Gorakhpur,Medical Road,Plot,4162,0,0,0,West,4134,13648189
Banaras,Lanka,Plot,2288,0,0,0,North,2700,13897955
Lucknow,Gomti Nagar,Flat,2307,2,2,11,East,2301,15503454
Noida,Sector 150,Plot,3822,0,0,0,East,2344,33209684
Lucknow,Indira Nagar,Plot,4661,0,0,0,East,1599,26383427
Gorakhpur,Taramandal,Flat,3763,2,2,11,West,2990,18803952
Kanpur,Arya Nagar,Flat,2078,2,2,11,North,3502,7306459
Banaras,Sarnath,Flat,2828,3,3,10,East,496,17402304
Banaras,Sigra,Flat,619,1,1,4,North-East,933,3775216
Banaras,Sarnath,Plot,3958,0,0,0,East,146,22080596
Noida,Sector 62,Plot,4206,0,0,0,North,1033,33082022
Kanpur,Swaroop Nagar,Plot,3444,0,0,0,North-East,3888,10605184
Lucknow,Gomti Nagar,Plot,3206,0,0,0,East,4046,17912290
Kanpur,Kidwai Nagar,Plot,2435,0,0,0,North-East,1206,9481233
Banaras,Lanka,Flat,1661,4,4,15,West,2778,11124906
Kanpur,Swaroop Nagar,Plot,2745,0,0,0,North-East,1633,10119254
Gorakhpur,Taramandal,Plot,4341,0,0,0,East,504,25435637
Banaras,Sarnath,Flat,1164,4,4,2,South,1912,7806155
Banaras,Sigra,Plot,2000,0,0,0,North,827,11243596
Kanpur,Kidwai Nagar,Plot,2879,0,0,0,West,4580,8180848
Gorakhpur,Shahpur,Flat,4024,5,5,8,West,3720,15446983
Banaras,Lanka,House,2760,4,4,11,North-East,4653,15087354
Noida,Sector 62,Flat,3176,5,5,7,South,3476,21842387
Gorakhpur,Rustampur,Flat,1086,3,3,0,North,3864,4806888
Gorakhpur,Shahpur,House,4917,4,4,22,West,3710,17692010
Gorakhpur,Rustampur,Plot,2943,0,0,0,North,3282,10126142
Gorakhpur,Shahpur,Flat,902,5,5,18,South,4614,4210843
Banaras,Lanka,House,4326,2,2,11,West,3185,25844246
Lucknow,Hazratganj,House,2117,3,3,17,East,1944,14704463
Noida,Sector 62,Flat,3339,1,1,21,West,767,26993087
Kanpur,Kidwai Nagar,Flat,4834,4,4,14,North,1983,18950010
Kanpur,Swaroop Nagar,Plot,2987,0,0,0,East,1978,11079132
Noida,Sector 150,Flat,2603,3,3,14,South,1303,24407924
Lucknow,Gomti Nagar,Flat,2295,4,4,9,East,4491,13389475
Lucknow,Indira Nagar,Flat,3471,3,3,18,South,2068,19701934
Gorakhpur,Taramandal,House,4112,1,1,2,East,3000,20521233
Noida,Greater Noida,Plot,2570,0,0,0,South,1626,19996325
Lucknow,Gomti Nagar,Flat,4861,3,3,3,West,3870,28731025
Banaras,Lanka,Plot,2768,0,0,0,South,4477,13952587
Kanpur,Arya Nagar,House,1405,5,5,4,South,1354,7741948
Kanpur,Arya Nagar,Flat,1119,3,3,12,North,3311,4607346
Gorakhpur,Taramandal,Flat,3284,2,2,5,South,944,18764758
Gorakhpur,Shahpur,Plot,1290,0,0,0,East,294,12244130
Banaras,Sarnath,Plot,1701,0,0,0,South,3355,7691597
Noida,Sector 150,Flat,1515,4,4,12,East,3373,13188223
Banaras,Lanka,Flat,4208,4,4,13,North-East,1229,29101536
Lucknow,Hazratganj,Flat,4482,3,3,16,East,3892,26198199
Kanpur,Arya Nagar,Plot,3628,0,0,0,North,2085,12854614
Gorakhpur,Shahpur,Plot,3256,0,0,0,South,1115,13607666
Kanpur,Kidwai Nagar,House,1999,5,5,19,North,1355,9468122
Lucknow,Gomti Nagar,Plot,2905,0,0,0,South,4553,15365015
Lucknow,Gomti Nagar,House,3353,5,5,17,North,2407,23243250
Kanpur,Arya Nagar,House,4148,5,5,2,East,2062,16985746
Noida,Sector 62,Flat,987,1,1,20,North,2639,6686046
Gorakhpur,Shahpur,Flat,3467,4,4,6,North-East,4027,12509044
Kanpur,Swaroop Nagar,Flat,1314,3,3,14,North-East,2845,5380375
